Cust_ID,Block,Ship_mode,Discount,Weight_gm,Cust_calls,Prior_purchases,Priority,Gender,Cust_rating,Cost,Timeliness
7927,B,Ship,9,1594,6,4,low,F,2,245,0
7928,F,Ship,2,1273,6,4,medium,F,5,294,1
7929,C,Ship,37,1990,3,3,medium,F,2,173,1
7930,F,Ship,9,5288,4,4,low,M,2,280,1
7931,B,Ship,6,5447,4,3,low,M,3,213,0
7932,A,Ship,2,5865,4,5,medium,M,4,134,1
7933,A,Road,1,5779,3,2,high,F,1,209,1
7934,D,Flight,4,5428,4,2,low,F,5,185,0
7935,A,Ship,4,4910,4,2,medium,M,5,175,1
7936,F,Flight,39,2197,3,2,low,F,5,186,1
7937,F,Road,8,4562,3,10,low,M,4,284,1
7938,D,Flight,2,1131,6,4,medium,F,1,260,0
7939,F,Road,3,4090,4,2,medium,M,2,262,1
7940,D,Road,2,1893,6,4,low,M,5,253,1
7941,C,Flight,7,4243,4,4,medium,F,5,263,1
7942,C,Flight,36,2536,6,3,medium,F,1,281,1
7943,F,Ship,29,1934,3,2,low,M,5,150,1
7944,D,Ship,5,4614,2,4,low,M,1,197,0
7945,C,Road,8,5001,2,4,medium,F,1,135,1
7946,A,Flight,4,5775,2,3,low,M,5,271,0
7947,F,Ship,4,4785,3,4,low,F,1,189,0
7948,D,Ship,2,1061,5,5,medium,F,2,268,1
7949,F,Road,6,5854,2,3,low,F,2,150,1
7950,A,Flight,9,5008,5,2,high,M,1,262,0
7951,F,Road,58,1443,3,3,medium,M,4,163,1
7952,F,Road,25,3607,3,2,low,M,3,203,1
7953,F,Ship,9,1205,3,2,low,F,5,250,0
7954,D,Road,10,5225,5,2,low,F,2,168,1
7955,B,Ship,46,3206,2,3,high,M,1,192,1
7956,A,Ship,5,5981,5,6,medium,F,2,171,1
7957,D,Ship,6,4575,3,8,medium,M,1,147,0
7958,B,Ship,9,5000,3,2,medium,F,5,141,0
7959,F,Ship,2,1521,5,5,medium,M,2,140,0
7960,F,Ship,56,3774,3,2,high,M,1,187,1
7961,F,Ship,28,1968,2,3,low,M,2,158,1
7962,D,Flight,4,1668,4,5,medium,F,4,257,0
7963,F,Ship,22,3266,3,3,medium,M,1,181,1
7964,F,Ship,6,4505,5,3,medium,M,1,263,1
7965,A,Road,7,3589,5,3,medium,M,3,236,1
7966,F,Ship,1,5953,5,3,medium,F,1,139,1
7967,D,Ship,57,1613,5,4,medium,M,4,163,1
7968,A,Flight,2,1494,6,5,low,M,2,293,0
7969,A,Ship,1,5011,5,3,low,F,4,171,0
7970,A,Flight,10,1483,6,5,medium,M,3,283,0
7971,F,Road,4,4094,4,6,low,F,2,162,0
7972,F,Road,5,1408,3,3,low,M,4,164,1
7973,C,Ship,10,5192,5,2,low,F,2,214,0
7974,D,Ship,12,2154,3,3,low,F,2,273,1
7975,F,Ship,51,3551,3,3,low,F,1,202,1
7976,F,Ship,3,4811,2,3,medium,M,4,258,0
7977,F,Ship,4,5724,5,3,high,M,5,236,1
7978,A,Ship,46,1442,4,4,medium,F,4,140,1
7979,B,Ship,32,1666,4,3,medium,M,1,147,1
7980,D,Ship,1,5759,4,2,low,M,4,273,1
7981,D,Ship,8,1301,6,4,low,F,4,300,1
7982,F,Ship,7,5927,4,3,high,M,2,272,0
7983,F,Ship,45,1791,3,2,low,F,3,166,1
7984,C,Ship,5,4735,4,3,high,M,5,165,0
7985,F,Flight,10,4921,4,3,medium,M,5,259,1
7986,D,Ship,7,5417,3,3,low,M,4,187,0
7987,F,Ship,2,5132,5,3,low,M,2,201,1
7988,D,Road,42,1707,3,3,medium,F,3,172,1
7989,D,Ship,3,5113,5,2,medium,M,3,237,0
7990,D,Ship,10,5782,4,3,medium,M,3,227,1
7991,B,Ship,10,5536,3,7,medium,M,1,180,0
7992,F,Ship,39,2139,3,2,low,F,2,232,1
7993,A,Flight,8,4650,3,3,medium,F,1,222,1
7994,C,Ship,54,1932,3,3,medium,F,2,134,1
7995,A,Flight,2,1073,7,4,medium,M,2,307,0
7996,F,Ship,10,4912,3,6,medium,M,1,251,0
7997,C,Flight,23,1691,5,7,medium,F,4,167,1
7998,A,Ship,3,4496,6,4,medium,F,3,202,1
7999,D,Ship,4,5783,4,2,medium,M,1,248,0
8000,A,Ship,3,1038,2,5,medium,M,1,181,0
8001,D,Ship,8,5493,4,4,medium,F,4,169,0
8002,A,Ship,10,1711,4,3,medium,M,3,154,1
8003,B,Ship,2,1752,4,2,medium,F,1,219,0
8004,F,Flight,8,1805,6,4,medium,F,3,255,0
8005,D,Ship,14,1194,4,4,low,F,4,161,1
8006,F,Ship,7,5317,4,10,high,M,3,154,0
8007,B,Ship,3,4007,3,8,medium,M,3,261,1
8008,F,Ship,35,2526,2,2,low,M,1,252,1
8009,B,Flight,5,1010,5,5,low,F,2,223,1
8010,F,Ship,40,1722,2,3,low,F,5,158,1
8011,A,Road,4,5806,3,2,medium,M,1,232,1
8012,D,Ship,4,1451,4,6,low,M,5,239,0
8013,D,Ship,7,5197,4,3,high,F,4,182,0
8014,C,Flight,9,1538,4,5,medium,F,3,267,0
8015,F,Road,6,1002,5,5,medium,M,2,254,0
8016,A,Road,3,4287,5,4,low,M,5,186,0
8017,F,Ship,9,4671,3,2,low,M,2,207,0
8018,F,Ship,54,1712,3,3,medium,M,3,111,1
8019,D,Ship,8,4908,3,3,low,M,1,224,0
8020,F,Ship,27,1898,3,3,low,M,2,135,1
8021,A,Flight,1,5113,4,3,medium,M,2,246,0
8022,A,Road,23,1019,4,2,low,M,2,172,1
8023,A,Flight,10,1462,6,4,low,F,4,279,1
8024,F,Ship,9,4452,2,4,low,M,4,114,1
8025,F,Ship,2,5324,4,3,high,F,4,247,1
8026,C,Ship,4,5082,4,3,high,F,4,243,1
8027,C,Road,1,1101,5,5,low,M,1,105,1
8028,D,Road,6,5764,4,3,medium,M,2,152,1
8029,A,Flight,9,5718,3,3,medium,M,4,155,1
8030,B,Ship,7,4142,2,3,low,F,4,248,0
8031,B,Flight,2,4058,5,3,medium,M,2,227,1
8032,A,Ship,5,4127,3,10,high,M,4,242,0
8033,D,Ship,4,5149,3,3,low,M,5,222,0
8034,C,Ship,5,1679,4,4,medium,F,2,206,0
8035,A,Flight,4,4531,5,4,medium,M,4,250,0
8036,F,Ship,2,4497,4,2,low,M,2,246,1
8037,D,Road,9,1483,5,3,low,M,1,158,1
8038,D,Ship,8,4255,2,3,medium,F,1,166,1
8039,F,Flight,33,1989,3,4,low,F,3,172,1
8040,D,Road,5,5734,4,3,low,F,5,240,1
8041,A,Flight,50,3628,3,8,high,M,5,214,1
8042,D,Ship,3,5524,4,3,low,F,4,202,1
8043,C,Ship,10,4363,2,4,medium,M,3,130,0
8044,D,Ship,2,3962,4,3,medium,M,3,202,1
8045,D,Ship,48,1463,2,4,low,M,4,280,1
8046,D,Road,10,1708,5,5,low,M,4,260,1
8047,A,Ship,2,4219,3,2,medium,M,4,273,1
8048,A,Ship,3,5189,3,2,low,F,3,183,0
8049,A,Ship,33,2502,4,3,low,F,1,251,1
8050,F,Ship,9,4982,3,3,medium,F,5,193,0
8051,F,Road,1,4539,2,3,low,M,1,137,0
8052,F,Ship,2,1304,3,2,low,M,1,164,1
8053,A,Ship,65,2488,5,3,medium,F,1,201,1
8054,F,Ship,56,3482,3,3,medium,F,1,207,1
8055,A,Road,4,5824,4,5,high,M,5,105,1
8056,C,Ship,5,4716,3,7,medium,F,2,135,0
8057,F,Flight,64,1471,4,2,medium,F,1,135,1
8058,F,Ship,8,5878,2,4,low,M,2,177,1
8059,F,Ship,7,4818,4,4,medium,M,1,240,1
8060,F,Ship,52,1934,3,2,medium,M,1,147,1
8061,B,Road,7,5553,3,2,low,M,2,260,1
8062,D,Ship,11,3072,3,3,high,M,4,188,1
8063,C,Ship,2,1837,6,2,low,F,2,189,0
8064,D,Ship,62,3532,4,6,low,M,4,209,1
8065,C,Ship,21,3342,3,2,low,M,3,214,1
8066,A,Road,10,5997,2,3,low,M,3,263,0
8067,F,Road,57,2896,2,2,medium,F,5,182,1
8068,F,Flight,4,4918,3,4,medium,F,2,200,0
8069,F,Ship,5,5365,3,5,medium,F,4,257,0
8070,D,Road,10,4351,4,2,medium,M,3,165,0
8071,F,Ship,4,5654,4,3,low,F,3,272,0
8072,F,Ship,2,4269,5,3,low,F,4,234,0
8073,D,Ship,10,5865,6,4,high,F,3,114,0
8074,F,Ship,47,3625,3,3,medium,M,3,237,1
8075,F,Ship,3,1537,4,5,low,F,1,245,0
8076,A,Ship,37,3523,4,2,low,F,2,262,1
8077,D,Road,2,5140,4,3,medium,M,4,222,0
8078,C,Flight,4,4519,3,3,medium,M,4,156,1
8079,B,Ship,6,4450,4,5,low,F,5,275,0
8080,F,Flight,7,1092,5,5,low,F,1,245,0
8081,F,Ship,9,1845,6,4,low,F,4,284,1
8082,A,Flight,7,5891,3,3,medium,F,4,230,0
8083,F,Ship,4,5107,3,4,low,M,4,166,0
8084,F,Ship,5,1563,7,5,low,F,3,310,0
8085,F,Ship,5,1820,5,5,medium,F,3,242,0
8086,B,Ship,2,5349,6,4,low,F,3,213,0
8087,F,Ship,9,1973,5,5,medium,F,2,248,0
8088,C,Road,4,5161,4,4,low,M,3,153,0
8089,F,Ship,9,5458,4,3,low,M,4,272,0
8090,F,Ship,12,3049,3,3,medium,F,5,229,1
8091,F,Ship,7,1292,4,6,medium,F,1,250,0
8092,B,Road,60,2130,5,4,low,F,3,225,1
8093,F,Ship,2,4976,3,3,medium,M,4,209,0
8094,C,Ship,4,1555,6,4,low,M,2,246,0
8095,D,Road,61,1240,2,8,low,M,3,170,1
8096,A,Ship,5,1793,6,4,medium,M,4,292,0
8097,F,Flight,9,5263,3,6,low,F,2,219,1
8098,C,Ship,6,5355,3,2,low,F,1,150,0
8099,F,Ship,9,4287,5,3,medium,M,5,275,1
8100,F,Road,1,4392,3,3,low,F,4,143,1
8101,B,Ship,9,1771,6,4,low,M,4,309,1
8102,A,Ship,3,4660,6,5,high,F,5,246,1
8103,B,Road,6,4947,3,4,medium,M,4,228,0
8104,B,Ship,3,4304,4,2,medium,M,2,160,1
8105,F,Ship,6,1555,4,5,low,M,3,271,1
8106,C,Flight,2,4534,4,3,high,F,3,155,0
8107,D,Ship,10,4955,5,3,high,F,4,268,0
8108,B,Ship,51,1573,5,3,low,F,3,167,1
8109,F,Flight,9,1327,7,5,medium,M,2,250,0
8110,F,Ship,10,5705,4,3,low,F,4,184,1
8111,F,Ship,25,1009,4,2,high,F,1,135,1
8112,D,Flight,29,3261,3,3,medium,M,3,203,1
8113,A,Road,9,5418,3,6,medium,M,2,213,1
8114,B,Flight,9,4799,4,2,low,M,1,233,1
8115,A,Ship,7,4961,3,3,medium,F,3,225,1
8116,F,Ship,4,4160,3,2,medium,F,2,189,0
8117,F,Road,8,5098,5,6,medium,M,4,208,0
8118,B,Flight,30,3622,3,2,medium,M,3,223,1
8119,A,Flight,3,3051,3,3,medium,M,1,185,1
8120,B,Road,10,1027,5,6,low,M,3,267,0
8121,F,Ship,10,5425,3,4,medium,M,4,260,0
8122,F,Ship,10,4560,3,4,medium,F,2,164,1
8123,B,Ship,2,1804,4,5,low,F,5,227,1
8124,F,Flight,42,3077,4,3,low,M,1,226,1
8125,C,Flight,10,5898,4,3,medium,M,5,157,1
8126,F,Ship,7,2437,6,6,medium,M,2,276,1
8127,F,Ship,10,1534,6,4,medium,M,1,272,1
8128,B,Flight,23,3652,4,3,medium,F,1,269,1
8129,B,Ship,1,5005,5,2,low,M,2,190,0
8130,A,Ship,7,1294,7,4,low,F,2,310,0
8131,A,Ship,9,4449,2,2,high,F,1,96,1
8132,B,Ship,9,1626,6,4,low,F,2,254,0
8133,C,Ship,6,5659,5,5,low,M,4,154,1
8134,F,Ship,9,1329,5,5,low,M,1,257,0
8135,A,Ship,7,1716,4,5,medium,F,4,229,1
8136,F,Ship,45,1903,4,3,low,M,3,179,1
8137,A,Flight,5,5946,5,3,medium,M,2,248,0
8138,A,Ship,32,3893,5,4,medium,F,3,181,1
8139,D,Ship,8,1021,4,5,low,M,2,235,0
8140,B,Ship,8,4321,2,2,low,F,4,180,1
8141,F,Ship,56,3976,3,2,medium,F,4,212,1
8142,B,Ship,7,4764,3,3,medium,M,5,186,0
8143,C,Ship,7,5058,5,3,low,M,2,252,0
8144,D,Ship,32,1848,3,3,medium,F,3,175,1
8145,B,Ship,61,3140,6,4,low,F,2,236,1
8146,F,Road,6,5285,5,7,medium,M,3,232,1
8147,D,Ship,1,1962,5,6,low,M,5,222,0
8148,B,Ship,9,4940,3,2,medium,F,1,215,0
8149,C,Flight,34,3813,4,4,low,M,1,203,1
8150,F,Ship,1,4249,3,4,high,F,4,148,0
8151,A,Road,58,1751,3,4,low,F,1,145,1
8152,F,Ship,33,1500,3,3,medium,M,5,165,1
8153,F,Flight,2,4753,5,2,low,M,4,145,0
8154,C,Ship,57,1233,5,3,high,M,2,162,1
8155,A,Ship,4,4710,4,10,medium,M,4,257,0
8156,F,Ship,8,1265,4,5,medium,F,3,232,0
8157,D,Flight,2,4804,3,3,medium,M,2,240,0
8158,F,Ship,5,5466,3,3,medium,F,4,236,0
8159,A,Flight,51,2628,3,2,low,M,4,229,1
8160,A,Road,4,4409,5,10,medium,M,3,216,1
8161,D,Ship,4,5341,4,2,low,M,5,242,0
8162,F,Ship,52,1644,5,5,low,M,5,164,1
8163,F,Flight,8,4562,3,2,high,M,2,204,1
8164,F,Ship,10,1348,4,6,medium,F,5,226,1
8165,B,Road,31,2326,4,2,medium,F,3,265,1
8166,A,Ship,3,5986,3,3,medium,F,3,265,1
8167,D,Ship,6,4888,4,4,medium,F,1,261,0
8168,D,Ship,10,1428,5,4,medium,F,1,285,0
8169,C,Ship,1,4812,4,4,medium,M,3,206,1
8170,F,Ship,4,2701,3,2,high,M,5,234,1
8171,B,Ship,9,1393,7,4,low,F,5,265,0
8172,C,Ship,7,5524,4,2,medium,F,2,187,1
8173,A,Road,9,1011,6,4,medium,F,3,247,0
8174,F,Ship,9,4184,2,4,high,M,2,156,1
8175,A,Ship,3,4390,3,8,high,M,2,259,1
8176,C,Flight,17,3555,2,4,low,M,3,280,1
8177,B,Ship,10,1133,6,5,low,F,5,157,0
8178,B,Ship,38,2771,5,4,medium,F,4,255,1
8179,B,Road,9,5724,3,3,low,F,1,133,0
8180,A,Road,9,1767,5,5,low,M,1,242,0
8181,F,Ship,5,5108,4,3,medium,M,3,200,0
8182,D,Ship,10,5208,6,3,medium,F,3,121,0
8183,F,Flight,4,5437,4,2,low,M,4,148,0
8184,F,Ship,7,5834,4,2,low,F,3,190,1
8185,B,Ship,9,1165,5,5,medium,F,2,269,0
8186,B,Ship,7,1841,7,4,medium,M,1,308,1
8187,F,Ship,6,4633,4,4,medium,M,5,235,1
8188,A,Ship,11,1322,4,3,medium,F,3,135,1
8189,C,Flight,14,1497,5,2,medium,F,5,169,1
8190,B,Ship,42,1415,2,3,low,F,4,134,1
8191,C,Ship,3,4582,6,6,medium,M,3,247,0
8192,F,Ship,5,4817,4,2,low,F,2,233,0
8193,A,Ship,9,5936,2,2,medium,M,1,255,1
8194,F,Flight,57,2113,3,3,low,F,2,263,1
8195,B,Ship,6,4946,5,4,low,M,5,228,1
8196,A,Ship,7,4297,4,3,low,F,5,245,0
8197,F,Ship,44,3802,3,3,high,F,2,263,1
8198,F,Ship,3,5193,4,3,medium,F,5,189,0
8199,A,Ship,32,1370,3,3,low,F,4,157,1
8200,B,Flight,22,1247,6,5,medium,F,2,159,1
8201,A,Ship,3,4026,3,5,low,F,1,242,0
8202,B,Road,4,1320,5,5,low,M,4,271,0
8203,F,Ship,7,4607,3,3,medium,M,1,187,0
8204,A,Ship,52,1692,3,2,low,M,5,141,1
8205,B,Road,36,2583,4,4,medium,F,2,185,1
8206,A,Flight,4,4505,5,4,low,M,4,175,0
8207,B,Flight,4,4780,2,4,medium,F,1,238,0
8208,F,Flight,9,1643,5,5,medium,M,3,224,1
8209,C,Ship,7,5324,3,3,medium,M,1,229,1
8210,F,Ship,8,5298,4,3,medium,F,3,232,1
8211,F,Flight,1,4351,5,3,medium,F,2,205,0
8212,F,Ship,3,4193,3,2,medium,M,3,152,1
8213,F,Road,8,4889,4,3,medium,M,5,266,0
8214,F,Ship,5,4716,3,3,low,M,4,170,1
8215,A,Ship,59,2239,4,2,medium,M,5,181,1
8216,B,Ship,10,4361,4,2,low,M,2,274,0
8217,D,Ship,3,4077,5,3,low,M,3,145,1
8218,F,Flight,8,5591,3,2,medium,F,1,236,0
8219,B,Ship,9,4720,4,5,low,M,2,267,1
8220,A,Road,6,1335,6,4,low,F,2,309,0
8221,D,Ship,51,1046,3,3,medium,M,3,140,1
8222,F,Ship,39,2381,4,4,low,M,5,213,1
8223,F,Road,22,2015,4,3,medium,F,5,235,1
8224,F,Flight,3,4454,3,3,low,M,1,170,1
8225,C,Ship,3,5897,2,3,low,M,4,189,1
8226,B,Ship,10,1179,4,2,low,F,3,173,1
8227,D,Ship,9,1835,7,4,medium,F,5,269,0
8228,F,Ship,2,4431,6,4,medium,F,2,204,0
8229,A,Ship,8,1574,4,5,low,M,5,218,1
8230,C,Flight,1,5646,3,2,high,M,3,134,0
8231,D,Ship,3,4752,4,2,low,M,1,196,0
8232,C,Flight,61,2484,4,3,medium,F,4,232,1
8233,D,Ship,4,5325,5,3,low,F,5,235,0
8234,D,Ship,48,1867,3,3,medium,F,2,144,1
8235,D,Ship,1,4653,4,3,high,F,3,258,0
8236,C,Ship,4,5089,4,3,low,M,5,231,1
8237,D,Ship,40,2225,4,3,medium,M,1,230,1
8238,A,Road,6,2639,6,3,medium,M,3,236,1
8239,F,Ship,6,1667,5,5,low,M,1,227,0
8240,F,Ship,10,4583,3,2,low,F,3,168,1
8241,B,Ship,47,1536,4,2,low,M,5,177,1
8242,D,Ship,4,5363,5,4,medium,M,2,173,0
8243,C,Ship,4,5384,3,3,medium,F,3,146,0
8244,A,Flight,6,3625,4,2,low,F,2,187,1
8245,A,Ship,7,4859,3,2,low,F,3,187,0
8246,C,Ship,2,5277,4,3,low,M,2,237,0
8247,D,Ship,55,1875,3,3,low,M,5,110,1
8248,B,Ship,4,5989,4,3,low,M,2,211,0
8249,F,Ship,65,3599,4,2,low,M,2,270,1
8250,B,Flight,37,1447,4,2,medium,M,4,137,1
8251,F,Ship,9,1620,4,3,high,M,4,150,1
8252,F,Ship,9,4490,4,2,low,F,2,264,0
8253,F,Flight,7,3405,4,2,medium,F,1,210,1
8254,A,Ship,9,1302,6,4,low,F,1,271,0
8255,B,Ship,9,5016,4,3,medium,M,3,137,0
8256,D,Ship,4,2212,4,2,medium,M,2,185,1
8257,A,Ship,13,3676,6,4,medium,F,5,212,1
8258,F,Ship,2,1210,5,6,medium,M,2,223,0
8259,F,Ship,3,4020,4,3,medium,M,5,263,0
8260,F,Ship,65,1861,4,2,high,F,1,160,1
8261,A,Road,1,4133,3,2,low,M,5,204,0
8262,D,Ship,6,5954,4,2,medium,F,5,237,0
8263,C,Ship,7,4466,5,3,medium,M,1,258,1
8264,F,Ship,2,5077,5,2,medium,F,2,211,0
8265,B,Ship,10,2802,4,3,low,F,3,261,1
8266,F,Ship,2,4045,5,7,medium,M,2,192,1
8267,F,Ship,8,5267,3,3,low,F,4,148,1
8268,B,Road,7,4359,6,2,high,M,5,154,1
8269,C,Ship,6,1335,4,6,low,F,1,246,1
8270,D,Ship,7,5541,2,5,medium,F,4,149,0
8271,C,Road,3,4797,4,4,medium,F,3,201,0
8272,A,Ship,2,5164,5,2,low,F,4,265,1
8273,C,Ship,3,5391,5,10,high,F,5,230,0
8274,D,Flight,19,2508,5,3,low,F,3,266,1
8275,B,Ship,2,5757,3,2,medium,F,1,239,1
8276,B,Ship,7,4314,3,3,medium,M,5,133,0
8277,A,Ship,5,1184,4,5,medium,F,4,224,0
8278,F,Ship,61,3341,5,2,low,F,3,257,1
8279,D,Ship,1,4170,5,6,medium,F,4,243,1
8280,B,Flight,45,3776,4,2,medium,M,4,229,1
8281,B,Ship,10,1289,5,5,low,M,5,245,1
8282,A,Ship,10,4721,4,3,medium,M,2,242,0
8283,F,Ship,8,1220,5,4,medium,M,4,281,0
8284,F,Flight,4,4750,4,4,low,M,5,228,0
8285,A,Ship,3,1710,6,4,medium,M,5,249,1
8286,A,Flight,5,1854,3,4,medium,M,4,177,0
8287,A,Ship,6,1561,6,4,low,M,1,273,0
8288,F,Ship,2,5847,2,3,low,M,5,221,0
8289,A,Ship,40,3668,4,4,medium,M,3,260,1
8290,B,Ship,10,4366,4,2,medium,M,5,248,1
8291,F,Ship,7,4958,3,2,medium,M,5,271,0
8292,D,Road,1,1353,4,5,low,M,2,255,1
8293,F,Road,3,4829,3,3,low,F,3,153,0
8294,B,Ship,10,5755,3,2,low,M,5,236,1
8295,A,Flight,3,1550,6,4,low,M,5,267,0
8296,B,Ship,5,5046,3,3,low,F,2,231,0
8297,B,Flight,8,5724,3,3,medium,M,2,140,0
8298,B,Ship,60,3080,4,2,high,M,1,227,1
8299,C,Ship,10,5775,3,3,medium,M,5,141,0
8300,C,Flight,4,4420,5,3,medium,M,4,243,1
8301,F,Ship,6,5037,3,4,low,F,1,177,1
8302,A,Ship,3,1361,6,4,low,M,1,273,1
8303,F,Ship,3,4380,3,2,low,F,1,259,0
8304,F,Ship,46,2716,3,2,medium,F,5,270,1
8305,C,Ship,1,4922,3,2,medium,M,4,250,1
8306,D,Road,9,4230,3,3,medium,F,4,134,1
8307,C,Ship,8,1983,6,4,medium,M,3,266,1
8308,F,Ship,1,5514,2,6,medium,F,4,143,0
8309,B,Road,32,3832,5,3,low,M,1,238,1
8310,F,Ship,2,1024,4,5,low,F,5,246,1
8311,F,Ship,4,4180,5,2,medium,M,2,254,1
8312,D,Road,8,5355,6,4,low,F,4,201,1
8313,F,Ship,8,4820,5,5,high,F,2,183,0
8314,B,Ship,35,1072,4,2,high,M,1,144,1
8315,B,Ship,2,4956,3,5,medium,M,1,191,1
8316,A,Road,55,1534,3,3,low,F,3,120,1
8317,F,Ship,4,3496,3,2,medium,M,5,194,1
8318,F,Ship,8,5218,5,2,low,F,1,208,0
8319,F,Road,19,1399,2,3,low,F,5,160,1
8320,F,Ship,33,2605,5,4,low,M,1,237,1
8321,F,Ship,7,4852,4,3,medium,F,3,252,0
8322,C,Ship,39,2822,3,2,high,F,4,268,1
8323,F,Road,46,1438,4,7,medium,F,2,104,1
8324,A,Ship,6,4417,4,3,medium,M,2,180,0
8325,D,Ship,5,5266,4,2,medium,F,4,236,0
8326,D,Ship,3,4440,5,2,medium,M,3,249,0
8327,A,Ship,10,5021,3,3,low,F,5,143,0
8328,A,Road,49,1820,4,3,medium,F,2,140,1
8329,D,Flight,51,3687,5,3,low,F,2,223,1
8330,A,Flight,10,1189,5,6,medium,F,3,243,1
8331,F,Flight,39,1328,3,2,low,F,3,153,1
8332,A,Ship,5,4062,4,2,medium,F,2,142,0
8333,B,Road,51,2173,3,3,medium,M,3,249,1
8334,C,Ship,8,5006,4,2,medium,M,4,261,1
8335,C,Ship,10,5275,3,3,medium,F,3,241,1
8336,F,Ship,30,1068,5,2,low,F,3,123,1
8337,B,Flight,52,1083,4,7,medium,F,1,104,1
8338,F,Road,62,2280,4,7,medium,M,4,236,1
8339,B,Ship,10,4579,3,6,medium,F,4,222,1
8340,A,Ship,9,4307,5,4,high,F,2,173,0
8341,D,Ship,13,3097,4,2,low,F,2,221,1
8342,B,Ship,35,2965,3,3,medium,F,1,254,1
8343,F,Road,3,5064,5,3,low,F,4,172,1
8344,F,Ship,8,1817,7,4,low,M,1,244,1
8345,B,Road,2,5358,4,3,high,M,3,138,0
8346,A,Ship,8,4246,3,3,low,M,3,251,0
8347,F,Flight,3,5894,2,2,medium,F,2,167,1
8348,D,Flight,65,1308,3,6,low,M,5,156,1
8349,A,Road,44,1806,3,2,medium,F,1,159,1
8350,F,Road,10,4854,2,2,medium,M,1,228,1
8351,B,Road,4,4099,4,2,medium,M,1,207,0
8352,C,Ship,2,5204,3,3,high,F,4,267,1
8353,C,Ship,1,5331,2,2,low,F,3,257,1
8354,C,Ship,2,4521,2,4,high,F,3,248,0
8355,F,Ship,29,1188,4,3,low,M,4,170,1
8356,F,Flight,6,5892,4,2,low,F,3,243,0
8357,B,Ship,8,1626,6,4,medium,M,2,274,1
8358,A,Flight,7,4457,3,5,high,F,5,190,0
8359,B,Flight,2,1030,5,5,medium,M,1,234,1
8360,A,Road,61,3812,4,3,medium,F,1,241,1
8361,B,Ship,22,1695,5,2,medium,F,5,171,1
8362,F,Ship,7,5098,4,2,medium,F,1,247,0
8363,B,Flight,1,1875,5,5,low,M,2,244,1
8364,F,Flight,4,3372,3,2,low,F,5,202,1
8365,A,Ship,1,5501,6,7,high,M,2,144,0
8366,D,Ship,3,5356,4,2,medium,F,2,185,0
8367,F,Ship,10,4598,3,2,medium,F,1,183,0
8368,D,Ship,10,4604,3,2,low,F,2,223,0
8369,F,Flight,43,3730,4,7,medium,M,2,197,1
8370,F,Ship,6,1185,3,2,medium,M,2,132,1
8371,A,Ship,2,4954,4,3,high,F,5,261,1
8372,C,Ship,4,1392,6,4,low,M,2,254,0
8373,F,Ship,7,5427,3,3,low,F,3,170,1
8374,F,Ship,28,1100,7,5,medium,M,5,243,1
8375,F,Ship,9,4537,3,4,low,M,4,257,0
8376,F,Ship,10,4433,4,3,low,M,3,196,1
8377,F,Flight,8,5291,5,2,low,F,4,143,0
8378,F,Ship,37,3517,3,2,medium,M,1,257,1
8379,C,Ship,5,1154,4,5,medium,M,1,237,1
8380,C,Ship,8,4162,3,4,medium,F,5,260,1
8381,B,Ship,11,1224,4,3,medium,M,4,158,1
8382,D,Ship,4,1111,5,4,medium,F,3,250,1
8383,D,Road,4,5539,4,2,low,M,2,217,0
8384,A,Ship,19,2373,3,2,medium,M,4,198,1
8385,F,Ship,7,4553,5,4,low,M,3,224,0
8386,B,Ship,5,1364,6,4,low,M,5,282,1
8387,B,Road,6,4610,4,2,low,M,5,185,0
8388,C,Ship,4,4762,4,2,medium,M,5,199,0
8389,A,Ship,8,5714,5,4,medium,M,5,193,0
8390,C,Ship,44,1320,4,3,low,F,3,165,1
8391,D,Ship,6,5106,4,10,medium,F,3,169,1
8392,C,Road,9,5645,5,2,low,F,3,202,1
8393,C,Ship,2,4350,3,2,low,M,3,264,0
8394,F,Ship,6,3595,4,2,medium,F,2,190,1
8395,F,Flight,7,4978,4,4,low,M,5,173,1
8396,B,Ship,6,5054,4,3,medium,F,3,224,1
8397,A,Road,2,1284,3,2,low,M,1,158,1
8398,F,Ship,4,1433,5,5,medium,F,3,218,0
8399,F,Flight,27,3648,3,3,low,M,3,246,1
8400,F,Flight,10,4788,4,2,low,M,5,138,0
8401,B,Ship,1,1657,7,4,low,M,4,289,0
8402,F,Road,6,4631,3,3,medium,M,4,136,0
8403,F,Ship,8,1247,6,4,medium,M,3,161,0
8404,C,Ship,6,4313,3,2,medium,F,2,183,1
8405,F,Ship,6,5247,3,10,high,M,5,193,1
8406,F,Ship,57,1715,4,2,medium,F,5,162,1
8407,F,Flight,6,1335,6,4,low,M,3,254,0
8408,C,Ship,3,1751,7,4,low,M,4,284,1
8409,C,Ship,22,3950,4,4,low,F,1,238,1
8410,C,Flight,4,4304,4,2,medium,M,4,239,1
8411,F,Ship,1,5559,4,3,high,M,2,244,1
8412,F,Ship,8,4576,4,2,low,M,3,195,0
8413,D,Ship,6,5325,2,2,low,F,5,238,1
8414,B,Flight,17,1764,2,6,high,F,5,157,1
8415,F,Ship,10,4486,3,3,low,F,2,239,0
8416,F,Flight,7,4744,5,3,low,M,2,240,1
8417,F,Ship,9,5672,5,2,medium,F,2,269,0
